Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.18 0.67 0.76 -0.73 9.99 -0.01 0.03 0.05 736
0.18 0.61 0.72 -0.71 9.97 -0.00 0.03 0.05 742
0.18 0.65 0.81 -0.71 10.07 0.00 0.03 0.05 748
0.18 0.63 0.74 -0.72 10.02 0.00 0.02 0.05 754
0.16 0.57 0.80 -0.74 9.99 0.01 0.02 0.05 760
0.17 0.56 0.81 -0.75 9.92 0.01 0.01 0.05 766
0.17 0.52 0.78 -0.76 9.97 0.01 0.01 0.05 773
0.17 0.50 0.80 -0.73 9.96 0.00 0.00 0.05 780
0.17 0.50 0.80 -0.72 9.98 0.01 0.00 0.05 786
0.17 0.47 0.80 -0.72 9.99 0.01 0.00 0.05 792
0.17 0.40 0.78 -0.74 9.99 0.01 0.00 0.05 798
0.18 0.38 0.82 -0.74 10.01 0.01 0.00 0.05 804
0.20 0.40 0.81 -0.74 9.98 0.01 -0.00 0.05 811
0.18 0.34 0.79 -0.74 9.98 0.01 -0.01 0.05 817
0.19 0.33 0.84 -0.72 9.96 0.01 -0.01 0.05 823
0.18 0.34 0.80 -0.74 9.96 0.01 -0.00 0.04 829
0.20 0.32 0.82 -0.73 9.94 0.02 -0.01 0.04 835
0.20 0.35 0.84 -0.73 9.99 0.01 -0.01 0.04 841
0.20 0.29 0.81 -0.75 9.95 0.02 -0.02 0.04 847
0.20 0.29 0.83 -0.73 9.98 0.01 -0.02 0.04 854
0.20 0.28 0.81 -0.76 9.99 0.02 -0.02 0.04 861
0.22 0.30 0.77 -0.72 9.97 0.01 -0.03 0.04 867
0.22 0.27 0.80 -0.74 9.96 0.01 -0.03 0.04 873
0.23 0.23 0.85 -0.71 10.04 0.01 -0.04 0.04 879
0.23 0.23 0.79 -0.74 9.96 0.01 -0.05 0.04 885
0.25 0.23 0.82 -0.77 9.99 0.01 -0.05 0.03 891
0.26 0.21 0.81 -0.75 9.96 0.00 -0.05 0.03 898
0.25 0.20 0.80 -0.75 9.97 0.00 -0.05 0.03 904
0.25 0.18 0.83 -0.77 9.97 0.00 -0.05 0.03 910
0.26 0.20 0.78 -0.73 9.99 -0.00 -0.05 0.03 916
0.27 0.21 0.78 -0.76 9.96 0.00 -0.05 0.03 922
0.27 0.20 0.81 -0.77 10.00 -0.00 -0.04 0.03 928
0.26 0.20 0.82 -0.80 9.99 -0.00 -0.04 0.02 935
0.29 0.18 0.81 -0.76 9.99 -0.00 -0.05 0.02 942
0.32 0.16 0.80 -0.76 9.97 -0.00 -0.04 0.02 948
0.31 0.15 0.76 -0.75 9.99 -0.00 -0.04 0.02 954
0.32 0.15 0.79 -0.76 9.93 -0.00 -0.04 0.02 960
0.33 0.16 0.78 -0.78 9.97 -0.00 -0.04 0.02 966
0.35 0.17 0.80 -0.78 9.98 0.00 -0.04 0.02 972
0.35 0.15 0.79 -0.76 9.94 -0.00 -0.05 0.03 978
0.34 0.14 0.80 -0.74 9.93 -0.00 -0.05 0.02 985
0.34 0.13 0.81 -0.78 9.97 -0.01 -0.05 0.02 991
0.35 0.15 0.80 -0.75 9.93 -0.01 -0.05 0.02 997
0.37 0.16 0.76 -0.79 9.98 -0.01 -0.05 0.02 1003
0.37 0.16 0.79 -0.78 9.96 -0.01 -0.05 0.02 1010
0.37 0.16 0.79 -0.75 9.92 -0.01 -0.05 0.02 1016
0.38 0.17 0.74 -0.76 9.99 -0.01 -0.05 0.02 1022
0.36 0.16 0.80 -0.77 9.98 -0.00 -0.06 0.02 1029
