Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.03 0.19 -2.62 -6.01 8.56 -0.27 0.03 0.34 1304
0.02 0.24 -2.04 -2.10 12.15 -0.22 0.00 0.15 1311
0.02 0.26 -0.54 -1.07 9.95 -0.18 0.10 0.16 1317
0.03 0.25 0.68 0.34 9.69 -0.11 0.12 0.14 1324
0.03 0.25 1.87 1.48 9.09 -0.06 0.07 0.14 1330
0.03 0.37 1.78 0.60 9.74 -0.04 0.03 0.18 1336
0.03 0.33 1.20 -0.12 10.02 -0.03 0.04 0.17 1342
0.01 0.37 0.45 -0.65 10.27 -0.02 0.03 0.14 1348
0.02 0.39 0.42 -0.56 10.07 -0.01 0.04 0.11 1355
0.04 0.42 0.56 -0.34 9.59 0.00 0.05 0.10 1361
0.03 0.41 0.69 -0.58 9.80 0.01 0.08 0.11 1368
0.01 0.41 0.59 -0.81 10.26 0.01 0.09 0.11 1374
0.04 0.47 0.60 -0.80 10.22 0.00 0.09 0.10 1380
0.02 0.49 0.69 -0.77 10.13 -0.00 0.09 0.09 1386
0.01 0.47 0.76 -0.74 10.05 -0.00 0.09 0.08 1393
0.02 0.49 0.73 -0.63 10.04 -0.01 0.08 0.08 1399
0.02 0.49 0.87 -0.53 10.06 -0.02 0.07 0.06 1405
0.01 0.50 0.90 -0.60 9.98 -0.02 0.06 0.05 1412
0.02 0.48 0.81 -0.57 9.98 -0.02 0.04 0.05 1418
0.04 0.47 0.80 -0.62 9.98 -0.02 0.04 0.05 1424
0.03 0.47 0.78 -0.67 10.09 -0.01 0.03 0.05 1431
0.02 0.48 0.80 -0.65 10.08 -0.01 0.04 0.05 1437
0.03 0.53 0.80 -0.62 10.07 -0.01 0.04 0.06 1443
0.02 0.54 0.85 -0.64 10.04 -0.02 0.04 0.06 1449
0.02 0.50 0.85 -0.03 10.04 -0.02 0.03 0.06 1456
0.04 0.53 0.85 -0.63 10.09 -0.02 0.02 0.06 1462
0.03 0.56 0.82 -0.61 9.97 -0.02 0.01 0.06 1469
0.02 0.60 0.86 -0.61 10.02 -0.02 0.00 0.05 1475
0.04 0.61 0.86 -0.60 9.87 -0.02 -0.01 0.05 1481
0.04 0.59 0.81 -0.58 9.96 -0.01 -0.02 0.04 1487
0.02 0.59 0.86 -0.63 9.99 -0.01 -0.02 0.04 1494
0.02 0.62 0.86 -0.57 9.97 -0.01 -0.01 0.04 1500
0.04 0.60 0.81 -0.59 9.92 -0.01 -0.01 0.04 1506
0.03 0.61 0.75 -1.17 9.96 -0.01 -0.01 0.04 1513
0.03 0.61 0.82 -0.61 10.00 -0.01 0.00 0.04 1519
0.05 0.61 0.80 -0.56 9.97 -0.01 0.01 0.05 1525
0.03 0.59 0.79 -0.60 10.06 -0.01 0.01 0.06 1531
0.02 0.56 0.82 -0.62 10.04 -0.01 0.01 0.06 1538
0.02 0.57 0.80 -0.60 10.06 -0.01 0.02 0.06 1544
0.04 0.56 0.84 -0.57 10.04 -0.00 0.02 0.05 1551
0.03 0.55 0.88 -0.63 10.04 0.00 0.02 0.05 1557
0.04 0.54 0.81 -0.59 10.01 0.00 0.02 0.05 1563
0.04 0.52 0.84 -0.59 10.03 -0.00 0.02 0.05 1569
0.04 0.50 0.84 -0.59 10.01 -0.00 0.02 0.06 1575
0.04 0.51 0.85 -0.60 9.99 -0.01 0.02 0.05 1582
0.05 0.50 0.89 -0.62 10.00 -0.01 0.03 0.05 1589
0.04 0.51 0.87 -0.60 10.11 -0.01 0.02 0.05 1595
0.03 0.51 0.86 -0.59 10.01 -0.01 0.02 0.05 1601
0.05 0.51 0.88 -0.60 10.00 -0.01 0.02 0.05 1607
