Voltage_01 Voltage_02 Acc_x Acc_y Acc_z Gyro_x Gyro_y Gyro_z Time
0.22 0.45 0.68 -0.76 9.97 -0.00 -0.06 0.10 1072
0.22 0.44 0.68 -0.76 9.90 -0.00 -0.06 0.10 1078
0.22 0.44 0.65 -0.78 9.92 -0.00 -0.06 0.10 1085
0.24 0.44 0.69 -0.75 9.96 -0.01 -0.07 0.10 1091
0.26 0.44 0.67 -0.77 9.93 -0.00 -0.07 0.10 1097
0.27 0.41 0.65 -0.76 9.95 -0.00 -0.07 0.10 1103
0.29 0.41 0.68 -0.78 9.93 0.00 -0.07 0.09 1110
0.30 0.40 0.66 -0.76 9.96 -0.00 -0.07 0.09 1116
0.32 0.36 0.67 -0.75 9.96 -0.00 -0.07 0.09 1122
0.34 0.35 0.63 -0.78 9.93 0.00 -0.07 0.09 1129
0.37 0.35 0.66 -0.77 9.99 0.00 -0.07 0.10 1135
0.38 0.30 0.64 -0.76 9.93 0.00 -0.06 0.10 1141
0.37 0.32 0.66 -0.78 9.96 0.01 -0.06 0.10 1147
0.41 0.27 0.64 -0.76 10.00 0.00 -0.06 0.10 1154
0.42 0.26 0.67 -0.78 9.92 0.01 -0.06 0.09 1160
0.43 0.24 0.68 -0.78 9.97 0.00 -0.06 0.09 1166
0.47 0.25 0.63 -0.79 9.95 0.00 -0.06 0.09 1173
0.48 0.21 0.61 -0.76 9.95 0.00 -0.05 0.09 1179
0.50 0.21 0.60 -0.80 9.94 0.01 -0.05 0.10 1185
0.54 0.20 0.65 -0.79 9.96 0.00 -0.05 0.09 1191
0.56 0.18 0.63 -0.80 9.93 -0.00 -0.05 0.09 1198
0.57 0.17 0.60 -0.82 10.00 0.00 -0.05 0.10 1204
0.61 0.16 0.67 -0.78 9.95 -0.00 -0.05 0.10 1210
0.61 0.18 0.62 -0.79 9.95 -0.01 -0.05 0.09 1217
0.63 0.18 0.63 -0.78 9.93 -0.01 -0.05 0.10 1223
0.63 0.18 0.61 -0.77 9.96 -0.01 -0.05 0.10 1229
0.64 0.18 0.65 -0.79 9.96 -0.01 -0.04 0.10 1235
